title,link,video,image
Happy (from Despicable Me 2) - Pharrell Williams,https://itunes.apple.com/us/music-video/happy-from-despicable-me-2/id793299815?uo=2,http://a974.phobos.apple.com/us/r1000/041/Video6/v4/1f/a0/61/1fa061fe-faab-0bf6-6675-6689b8d0dc34/mzvf_3768204138468945737.640x328.h264lc.U.p.m4v,http://is1.mzstatic.com/image/thumb/Video6/v4/d4/c1/e4/d4c1e421-59c3-db9a-cc1f-677177fa6a62/dj.grymklyi.jpg/80x60bb-85.jpg
You Belong With Me - Taylor Swift,https://itunes.apple.com/us/music-video/you-belong-with-me/id335628709?uo=2,http://a264.phobos.apple.com/us/r1000/015/Video/0c/e0/84/mzm.jtlnbmbj..640x352.h264lc.u.p.m4v,http://is2.mzstatic.com/image/thumb/Video/18/13/c0/dj.ntgvpeqb.jpg/80x60bb-85.jpg
El Perdedor - Maluma,https://itunes.apple.com/us/music-video/el-perdedor/id1105198243?uo=2,http://a636.phobos.apple.com/us/r30/Video60/v4/83/fe/7a/83fe7afa-c074-c946-4f4f-f3759852fe71/mzvf_6816295680948652011.640x480.h264lc.U.p.m4v,http://is1.mzstatic.com/image/thumb/Video5/v4/62/35/53/62355325-3535-723c-833a-243405f660a3/8864458503760101VIC.jpg/80x60bb-85.jpg
Thinking Out Loud - Ed Sheeran,https://itunes.apple.com/us/music-video/thinking-out-loud/id928711391?uo=2,http://a228.phobos.apple.com/us/r1000/155/Video69/v4/96/9c/b3/969cb356-68bb-7f60-0b59-8aa02476d532/mzvf_5527966274057191292.640x360.h264lc.U.p.m4v,http://is1.mzstatic.com/image/thumb/Video3/v4/8c/81/53/8c8153c2-cf6c-4645-c0a1-8a1f93a2f6bc/GB1301400563.sca1.jpg/80x60bb-85.jpg
Rain Over Me (feat. Marc Anthony) - Pitbull,https://itunes.apple.com/us/music-video/rain-over-me-feat.-marc-anthony/id451902301?uo=2,http://a1639.phobos.apple.com/us/r1000/022/Video4/v4/64/23/4c/64234c7c-e9d7-d45e-8c1e-6f19892c0abe/mzvf_6833960647755914826.640x478.h264lc.U.p.m4v,http://is1.mzstatic.com/image/thumb/Video/ed/26/74/mzi.pnvngpeb.jpg/80x60bb-85.jpg
Anaconda - Nicki Minaj,https://itunes.apple.com/us/music-video/anaconda/id913407798?uo=2,http://a910.phobos.apple.com/us/r1000/177/Video3/v4/ca/32/a0/ca32a0c3-26b1-0ae4-638b-79c8bbde532e/mzvf_4033179628601006536.640x354.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video4/v4/2c/99/91/2c999185-ed5a-3a88-9f7b-f716ba701e9e/vidtrkimg_00602547005151_1_1.jpg/80x60bb-85.jpg
I Am a Gummy Bear (The Gummy Bear Song) - Gummibär,https://itunes.apple.com/us/music-video/i-am-gummy-bear-gummy-bear/id318168657?uo=2,http://a1692.phobos.apple.com/us/r1000/029/Video/41/34/94/mzm.kfttzfdl..640x480.h264lc.u.p.m4v,http://is3.mzstatic.com/image/thumb/Video/e1/61/fb/mzi.cayxouiz.tif/80x60bb-85.jpg
Never Forget You - Zara Larsson & MNEK,https://itunes.apple.com/us/music-video/never-forget-you/id1039930029?uo=2,http://a870.phobos.apple.com/us/r1000/142/Video69/v4/67/08/f9/6708f945-7c2c-c7cf-967d-7c73b0112ad5/mzvf_7139518328223990286.640x316.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video49/v4/1c/31/18/1c3118b5-67fb-506e-46b2-57784c025f76/8864454989050101VIC.jpg/80x60bb-85.jpg
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan) - Lil Dicky,https://itunes.apple.com/us/music-video/$ave-dat-money-feat.-fetty/id1048851396?uo=2,http://a1097.phobos.apple.com/us/r1000/172/Video2/v4/c9/bb/76/c9bb76f7-1cea-8800-27f0-d698bc33b3d7/mzvf_8464390697824737937.640x480.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video6/v4/26/e2/33/26e23375-5d96-15e0-35d0-9f00f53f465b/QM4HH1520006.sca1.jpg/80x60bb-85.jpg
Marvin Gaye (feat. Meghan Trainor) - Charlie Puth,https://itunes.apple.com/us/music-video/marvin-gaye-feat.-meghan-trainor/id983438130?uo=2,http://a1902.phobos.apple.com/us/r1000/162/Video4/v4/56/9e/68/569e68c5-a9fb-5893-90f5-2b117ff8a5c4/mzvf_955251233567855459.640x480.h264lc.U.p.m4v,http://is3.mzstatic.com/image/thumb/Video3/v4/71/55/bb/7155bb63-399f-283c-84db-5184f30546a0/USATV1500102.sca1.jpg/80x60bb-85.jpg
Animal - Def Leppard,https://itunes.apple.com/us/music-video/animal/id553727197?uo=2,http://a1770.phobos.apple.com/us/r1000/079/Video/e5/68/d8/mzi.hjmftajq..640x464.h264lc.u.p.m4v,http://is3.mzstatic.com/image/thumb/Video/v4/7c/52/07/7c5207d1-f935-278b-81e7-6590b7241b6a/USMVB1200021.jpg/80x60bb-85.jpg
Like I'm Gonna Lose You (feat. John Legend) - Meghan Trainor,https://itunes.apple.com/us/music-video/like-im-gonna-lose-you-feat./id1017164321?uo=2,http://a959.phobos.apple.com/us/r1000/138/Video7/v4/aa/54/51/aa54512b-0b46-7929-0fcc-1d502df129ec/mzvf_5455884936999775116.640x366.h264lc.U.p.m4v,http://is3.mzstatic.com/image/thumb/Video1/v4/a1/84/78/a1847858-797b-a806-fcd0-01504ca8f761/8864453643230101VIC.jpg/80x60bb-85.jpg
Cruise - Florida Georgia Line,https://itunes.apple.com/us/music-video/cruise/id739665010?uo=2,http://a1283.phobos.apple.com/us/r1000/021/Video/v4/a3/da/da/a3dadaaf-f4d6-e684-3e58-97fc0685ebea/mzvf_1441327371245159753.640x272.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video/v4/6f/9f/bd/6f9fbd80-1a2a-22f5-3431-50f038cf1802/vidtrkimg_00602537611478_1_18.jpg/80x60bb-85.jpg
Armageddon It - Def Leppard,https://itunes.apple.com/us/music-video/armageddon-it/id553727200?uo=2,http://a1814.phobos.apple.com/us/r1000/105/Video/eb/36/b3/mzi.smdnbnjt..640x480.h264lc.u.p.m4v,http://is2.mzstatic.com/image/thumb/Video/v4/7f/65/93/7f6593e3-b690-750c-6066-1e749c350353/USMVB1200023.jpg/80x60bb-85.jpg
My House - Flo Rida,https://itunes.apple.com/us/music-video/my-house/id1044463386?uo=2,http://a1989.phobos.apple.com/us/r1000/157/Video2/v4/a6/24/76/a62476c4-17ee-7115-47d2-3b0761030a5b/mzvf_7262522545362285917.640x480.h264lc.U.p.m4v,http://is3.mzstatic.com/image/thumb/Video2/v4/4e/c4/86/4ec48608-9ff9-399d-665d-66fbf24b9d83/USATV1501098.sca1.jpg/80x60bb-85.jpg
Cake By the Ocean - DNCE,https://itunes.apple.com/us/music-video/cake-by-the-ocean/id1048787114?uo=2,http://a1710.phobos.apple.com/us/r1000/170/Video49/v4/25/5d/ab/255dab67-091b-7656-2415-4e0ba355726d/mzvf_4191327726201411313.640x344.h264lc.U.p.m4v,http://is4.mzstatic.com/image/thumb/Video2/v4/5d/8e/65/5d8e6527-bca8-0d61-b61a-fc81f27a8feb/vidtrkimg_00602547611772_1_1.jpg/80x60bb-85.jpg
My Church - Maren Morris,https://itunes.apple.com/us/music-video/my-church/id1075693078?uo=2,http://a206.phobos.apple.com/us/r1000/130/Video/v4/de/f6/aa/def6aa28-042d-f04f-328b-e57cb794abef/mzvf_7185886537900715152.640x354.h264lc.U.p.m4v,http://is3.mzstatic.com/image/thumb/Video49/v4/5e/48/d1/5e48d1be-97aa-5742-5796-3a6499b0cff6/8864456318210101VIC.jpg/80x60bb-85.jpg
Love Yourself - Justin Bieber,https://itunes.apple.com/us/music-video/love-yourself-purpose-movement/id1061234513?uo=2,http://a1321.phobos.apple.com/us/r1000/156/Video1/v4/b5/88/95/b58895ed-5ba8-3c3b-e37c-29df186ac9fd/mzvf_7867618699120466730.640x480.h264lc.U.p.m4v,http://is4.mzstatic.com/image/thumb/Video7/v4/69/d6/d3/69d6d3d8-0e5a-0ccc-033c-14e7a9f3b825/vidtrkimg_00602547688958_1_1.jpg/80x60bb-85.jpg
Think of You (Duet with Cassadee Pope) - Chris Young,https://itunes.apple.com/us/music-video/think-you-duet-cassadee-pope/id1077108397?uo=2,http://a1882.phobos.apple.com/us/r1000/175/Video49/v4/23/95/c4/2395c415-98ba-b255-c604-9939c8bd50a8/mzvf_8307664195287201819.640x312.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video/v4/9f/51/b8/9f51b8fe-a1d0-bbc5-56d1-b63f315d253f/8864457090870101VIC.jpg/80x60bb-85.jpg
"Bang Bang - Jessie J, Ariana Grande & Nicki Minaj",https://itunes.apple.com/us/music-video/bang-bang/id913746045?uo=2,http://a1403.phobos.apple.com/us/r1000/126/Video5/v4/72/9f/97/729f9734-2a5e-6f4a-b5a9-b807b82302e8/mzvf_8840106957023609227.640x480.h264lc.U.p.m4v,http://is1.mzstatic.com/image/thumb/Video3/v4/40/83/9d/40839d85-4805-db18-fdb9-c0c148be9668/vidtrkimg_00602537994090_1_1.jpg/80x60bb-85.jpg
Trust In You - Lauren Daigle,https://itunes.apple.com/us/music-video/trust-in-you/id970273524?uo=2,http://a1930.phobos.apple.com/us/r1000/038/Video3/v4/85/94/58/859458d4-773a-5009-be0d-cce50be5ce24/mzvf_6297384593204385485.640x472.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video1/v4/ca/dc/35/cadc3597-0d16-09f4-afeb-793815afdd77/vidtrkimg_00829619130409_1_1.jpg/80x60bb-85.jpg
Hotline Bling - Drake,https://itunes.apple.com/us/music-video/hotline-bling/id1051776880?uo=2,http://a16.phobos.apple.com/us/r1000/171/Video49/v4/fe/30/98/fe30985a-62fe-ad1b-c6a3-5c63b99241e6/mzvf_7197254309545350342.640x480.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video2/v4/f3/13/b2/f313b2a2-1c15-d1a7-988e-1f9b129b4129/vidtrkimg_00602547668608_1_1.jpg/80x60bb-85.jpg
Bad Blood (feat. Kendrick Lamar) - Taylor Swift,https://itunes.apple.com/us/music-video/bad-blood-feat.-kendrick-lamar/id996277743?uo=2,http://a1315.phobos.apple.com/us/r1000/123/Video7/v4/28/0e/54/280e54d8-adcb-1ca2-3906-65d32dbced4c/mzvf_5699299727650074667.640x366.h264lc.U.p.m4v,http://is4.mzstatic.com/image/thumb/Video5/v4/c2/ff/51/c2ff511e-1aae-eede-f8f2-d289eab4de9c/vidtrkimg_00843930017836_1_1.jpg/80x60bb-85.jpg
Adventure of a Lifetime - Coldplay,https://itunes.apple.com/us/music-video/adventure-of-a-lifetime/id1063763751?uo=2,http://a1995.phobos.apple.com/us/r1000/127/Video7/v4/b1/41/1f/b1411f7c-6b83-1135-5ce9-660589b859f9/mzvf_519978985277995476.640x480.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video7/v4/7b/07/d7/7b07d7a5-2b55-fa92-5dc4-39aadba73f0d/GB0401500496.sca1.jpg/80x60bb-85.jpg
Sorry - Justin Bieber,https://itunes.apple.com/us/music-video/sorry/id1056870986?uo=2,http://a729.phobos.apple.com/us/r1000/140/Video49/v4/cb/f9/d4/cbf9d4b2-0c3b-e416-207a-37d902e51ba0/mzvf_5346520607117791324.640x480.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video69/v4/05/5f/dd/055fdd23-0e83-5362-1227-30a2c787bf9c/vidtrkimg_00602547662293_1_1.jpg/80x60bb-85.jpg
Dear Future Husband - Meghan Trainor,https://itunes.apple.com/us/music-video/dear-future-husband/id976748983?uo=2,http://a1615.phobos.apple.com/us/r1000/013/Video6/v4/a4/35/64/a43564c0-fb4b-097b-f1b2-8886c9773edb/mzvf_1095966601988155609.640x480.h264lc.U.p.m4v,http://is1.mzstatic.com/image/thumb/Video2/v4/3e/42/2c/3e422c88-5b94-2c0a-4a03-8d46521c9981/8864451623630101VIC.jpg/80x60bb-85.jpg
King of the Fall - The Weeknd,https://itunes.apple.com/us/music-video/king-of-the-fall/id915957986?uo=2,http://a612.phobos.apple.com/us/r1000/051/Video3/v4/7b/dc/9f/7bdc9ffd-70a4-f7d3-8db2-a781669b3254/mzvf_6104761070604543347.640x354.h264lc.U.p.m4v,http://is1.mzstatic.com/image/thumb/Video1/v4/38/cb/63/38cb63c5-fd42-0f11-f120-77d2ee31ac6c/vidtrkimg_00602547035424_1_1.jpg/80x60bb-85.jpg
Better When I'm Dancin' - Meghan Trainor,https://itunes.apple.com/us/music-video/better-when-im-dancin/id1049439009?uo=2,http://a1201.phobos.apple.com/us/r1000/164/Video/v4/7e/2e/22/7e2e22de-9795-34e1-2f4e-694e974b66a6/mzvf_9005135926144432507.640x478.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video/v4/ad/50/6f/ad506f50-90b2-f2fb-1a43-4181a3a9da0c/8864455520960101VIC.jpg/80x60bb-85.jpg
I'm an Albatraoz - AronChupa,https://itunes.apple.com/us/music-video/im-an-albatraoz/id926082499?uo=2,http://a499.phobos.apple.com/us/r1000/025/Video3/v4/04/19/2d/04192d6b-648e-39bf-2e81-2b03e49f5737/mzvf_7333030959783434059.640x478.h264lc.U.p.m4v,http://is4.mzstatic.com/image/thumb/Video5/v4/5d/c3/6d/5dc36d31-ef87-b48f-8a3c-d935b2d26299/8864448880970101VIC.jpg/80x60bb-85.jpg
Dollhouse - Melanie Martinez,https://itunes.apple.com/us/music-video/dollhouse/id876756439?uo=2,http://a1946.phobos.apple.com/us/r1000/029/Video6/v4/91/37/6e/91376e14-144d-e40e-505b-65aa58a2f4b8/mzvf_4432110725831395441.640x480.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video4/v4/bc/4a/39/bc4a3910-4d39-418a-9f76-c22037c674e7/USATV1400448.sca1.jpg/80x60bb-85.jpg
Stairway to Heaven (Live At The Kennedy Center Honors) [feat. Jason Bonham] - Heart,https://itunes.apple.com/us/music-video/stairway-to-heaven-live-at/id695731361?uo=2,http://a574.phobos.apple.com/us/r30/Video4/v4/39/f3/26/39f32669-e7d6-d0a7-fc79-d74209d2b959/mzvf_1887214044132300623.640x352.h264lc.U.p.m4v,http://is4.mzstatic.com/image/thumb/Video5/v4/a6/78/8f/a6788f01-cafe-6889-1b50-27a45b50586c/Cover.jpg/80x60bb-85.jpg
"Me, Myself & I - G-Eazy & Bebe Rexha",https://itunes.apple.com/us/music-video/me-myself-i/id1053765703?uo=2,http://a1223.phobos.apple.com/us/r1000/146/Video1/v4/bb/5d/07/bb5d074a-77db-3472-9697-9508f2924508/mzvf_5166871605718750778.640x346.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video49/v4/dd/c1/62/ddc16260-20c1-612b-6637-dc10ca6be969/dj.slyeelup.jpg/80x60bb-85.jpg
Drifting (feat. Chris Brown & Tory Lanez) - G-Eazy,https://itunes.apple.com/us/music-video/drifting-feat.-chris-brown/id1106000113?uo=2,http://a564.phobos.apple.com/us/r1000/159/Video30/v4/e4/cd/57/e4cd57ed-7bc2-a857-e5e4-631dcabe5d92/mzvf_1727558100753643997.640x264.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video50/v4/9a/cb/b5/9acbb578-beba-03f3-6db0-719a8a557e90/8864458089020101VIC.jpg/80x60bb-85.jpg
Close (feat. Tove Lo) - Nick Jonas,https://itunes.apple.com/us/music-video/close-feat.-tove-lo/id1097657142?uo=2,http://a1196.phobos.apple.com/us/r1000/148/Video/v4/a0/c5/04/a0c50417-d187-3fd8-b189-624f85a7b448/mzvf_1312937921373056898.640x366.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video4/v4/7a/e3/0a/7ae30ac4-ea2a-8077-641e-91fa2731d62b/vidtrkimg_00602547878106_1_1.jpg/80x60bb-85.jpg
Die a Happy Man - Thomas Rhett,https://itunes.apple.com/us/music-video/die-a-happy-man/id1038203097?uo=2,http://a394.phobos.apple.com/us/r1000/139/Video49/v4/69/cd/c8/69cdc883-2071-cc13-6c72-aecc9e76c1ca/mzvf_7735278883947043577.640x344.h264lc.U.p.m4v,http://is1.mzstatic.com/image/thumb/Video49/v4/55/84/9f/55849fe9-0e9c-218b-57ba-60de3a997ede/vidtrkimg_00843930018994_1_1.jpg/80x60bb-85.jpg
Real - NF,https://itunes.apple.com/us/music-video/real/id1104094639?uo=2,http://a49.phobos.apple.com/us/r1000/178/Video6/v4/92/05/78/92057857-288a-855a-1a13-eaeb802bf8b0/mzvf_6705117254235484068.640x366.h264lc.U.p.m4v,http://is4.mzstatic.com/image/thumb/Video5/v4/38/d0/fb/38d0fbc4-7b0b-2621-e987-48f6c23be72c/vidtrkimg_00602547921888_1_1.jpg/80x60bb-85.jpg
Sugar - Maroon 5,https://itunes.apple.com/us/music-video/sugar/id957727376?uo=2,http://a288.phobos.apple.com/us/r1000/041/Video3/v4/06/4c/8a/064c8a52-e3e4-43e8-f68c-f91e5941cf0f/mzvf_4670584734974382589.640x480.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video3/v4/d3/f7/c1/d3f7c17a-5f66-fbab-19ae-36b7305d6d5c/vidtrkimg_00602547164094_1_1.jpg/80x60bb-85.jpg
All About That Bass - Meghan Trainor,https://itunes.apple.com/us/music-video/all-about-that-bass/id888972869?uo=2,http://a1553.phobos.apple.com/us/r1000/043/Video6/v4/03/86/0d/03860d0f-2fda-26ec-eb8e-e742d3404a5f/mzvf_3099625701932298040.640x480.h264lc.U.p.m4v,http://is3.mzstatic.com/image/thumb/Video6/v4/bb/c7/8b/bbc78ba3-dfc8-7319-ea8f-a46918d1310c/dj.tddrguje.jpeg/80x60bb-85.jpg
Cheap Thrills - Sia,https://itunes.apple.com/us/music-video/cheap-thrills-performance/id1094804437?uo=2,http://a325.phobos.apple.com/us/r1000/174/Video69/v4/6c/68/3b/6c683ba3-9fea-4d4f-b443-53ab24ec5177/mzvf_4185335731328909213.640x320.h264lc.U.p.m4v,http://is2.mzstatic.com/image/thumb/Video5/v4/ba/ad/f2/baadf2f1-ff73-5ae4-e185-62f40fe68154/8864458165940101VIC.jpg/80x60bb-85.jpg
Low Life (feat. The Weeknd) - Future,https://itunes.apple.com/us/music-video/low-life-feat.-the-weeknd/id1096811821?uo=2,http://a1664.phobos.apple.com/us/r1000/141/Video3/v4/5f/20/b3/5f20b39c-41b6-ee61-2773-5418e2b3f691/mzvf_8373484879529339378.640x328.h264lc.U.p.m4v,http://is1.mzstatic.com/image/thumb/Video6/v4/23/bc/7a/23bc7a89-da1a-10bb-38f6-a3ec57f90619/8864458163030101VIC.jpg/80x60bb-85.jpg
You Should Be Here - Cole Swindell,https://itunes.apple.com/us/music-video/you-should-be-here/id1067941304?uo=2,http://a1156.phobos.apple.com/us/r1000/126/Video49/v4/3e/79/ca/3e79ca07-5cb2-8c99-5b0c-1798a7b50fdf/mzvf_9560857068834626.640x354.h264lc.U.p.m4v,http://is1.mzstatic.com/image/thumb/Video49/v4/97/e6/e7/97e6e708-5602-0e76-60d5-9cf7e6e2a43d/USWBV1501052.sca1.jpg/80x60bb-85.jpg
Love Bites - Def Leppard,https://itunes.apple.com/us/music-video/love-bites/id553727198?uo=2,http://a499.phobos.apple.com/us/r1000/097/Video/74/6d/15/mzi.dtlgzjgs..640x480.h264lc.u.p.m4v,http://is4.mzstatic.com/image/thumb/Video/v4/23/41/80/2341807c-56bc-b673-f48e-fe5dbcaddea1/USMVB1200022.jpg/80x60bb-85.jpg
Thriller - Michael Jackson,https://itunes.apple.com/us/music-video/thriller/id287857650?uo=2,http://a1763.phobos.apple.com/us/r1000/090/Video/ed/2e/e7/mzi.unevcgij..640x464.h264lc.u.p.m4v,http://is3.mzstatic.com/image/thumb/Music/0c/5b/49/mzi.kqivnzja.jpg/80x60bb-85.jpg
Dynamite - VIXX,https://itunes.apple.com/us/music-video/dynamite/id1106215720?uo=2,http://a623.phobos.apple.com/us/r30/Video18/v4/ea/76/33/ea763367-ff6d-251d-0103-865f9758f669/mzvf_3603952208572669625.640x480.h264lc.U.p.m4v,http://is5.mzstatic.com/image/thumb/Video50/v4/ac/b1/00/acb10000-32a9-0aa3-f0fc-4c03b509d92f/KRA771690006.jpg/80x60bb-85.jpg
Hands To Myself - Selena Gomez,https://itunes.apple.com/us/music-video/hands-to-myself/id1070641670?uo=2,http://a1247.phobos.apple.com/us/r1000/172/Video69/v4/12/3f/eb/123febde-e800-1345-d88b-9dffe1f3db54/mzvf_2737456033382391284.640x472.h264lc.U.p.m4v,http://is4.mzstatic.com/image/thumb/Video69/v4/04/ad/0d/04ad0d18-c07c-6d7e-64e2-d5eb29853f8a/vidtrkimg_00602547707727_1_1.jpg/80x60bb-85.jpg
Pour Some Sugar On Me - Def Leppard,https://itunes.apple.com/us/music-video/pour-some-sugar-on-me/id530707317?uo=2,http://a449.phobos.apple.com/us/r1000/089/Video/21/26/c7/mzi.mkjzrtiw..640x480.h264lc.u.p.m4v,http://is1.mzstatic.com/image/thumb/Video/v4/fa/dd/9f/fadd9ffe-7fe4-de0e-b49e-83bcf0649b6b/USMVB1200018.jpg/80x60bb-85.jpg
Yoncé (Video) - Beyoncé,https://itunes.apple.com/us/music-video/yonce-video/id780332973?uo=2,http://a1925.phobos.apple.com/us/r1000/134/Video69/v4/fa/0c/d0/fa0cd059-0d58-ed18-9cf3-407b8f5235df/mzvf_5969335231616428860.640x480.h264lc.U.p.m4v,http://is4.mzstatic.com/image/thumb/Video6/v4/be/45/8c/be458c8f-422a-b46f-6c93-a7c8ae8a917d/8864443858550121VIC.jpg/80x60bb-85.jpg
